Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,OvertimeRiskFlag,ExperienceRatio
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,21,4,3,1,10,3,2,5,4,0,1,138684,0,0.16129032258064516
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,14,3,4,0,0,3,3,0,0,0,0,22536,1,0.0
40,No,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,15,3,3,1,20,2,3,1,0,0,1,131184,0,0.025
41,No,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,17,3,1,0,10,3,3,8,7,0,7,81732,1,0.1951219512195122
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,12,3,1,2,8,5,3,0,0,0,0,51672,0,0.0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,16,3,4,0,5,3,3,5,4,0,3,58308,0,0.14285714285714285
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,12,3,4,0,10,3,3,10,7,5,7,64044,0,0.29411764705882354
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,18,3,2,0,1,3,1,1,0,0,0,28080,1,0.038461538461538464
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,17,3,4,0,12,3,4,6,5,1,2,89892,0,0.16216216216216217
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,11,3,4,0,28,3,2,2,2,1,2,126324,0,0.043478260869565216
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,16,3,2,1,22,2,3,18,16,11,8,199140,0,0.43902439024390244
37,No,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,13,3,4,1,9,6,3,9,5,7,7,106008,0,0.24324324324324326
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,12,3,2,2,18,3,3,10,9,6,9,66924,1,0.19230769230769232
32,Yes,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,12,3,4,0,6,2,3,4,2,1,2,56484,0,0.125
24,No,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,13,3,3,2,3,3,3,2,2,2,1,28800,0,0.08333333333333333
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,19,3,3,1,18,4,3,1,0,0,0,117888,0,0.02631578947368421
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,12,3,2,1,8,2,2,6,5,4,3,77364,0,0.16216216216216217
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,17,3,3,1,31,5,3,31,9,0,9,234024,1,0.6326530612244898
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,11,3,2,2,6,3,3,6,5,1,4,32700,1,0.25
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,20,4,4,2,6,5,4,5,3,1,4,75264,0,0.19230769230769232
24,No,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,21,4,4,1,1,2,3,1,0,0,0,25524,0,0.041666666666666664
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,11,3,3,1,32,2,3,32,5,10,7,218400,0,0.64
25,No,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,11,3,3,0,7,1,3,7,4,0,6,25152,0,0.28
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,16,3,4,1,6,4,3,6,3,1,2,34632,1,0.25
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,18,3,3,1,1,2,4,1,0,0,0,24396,0,0.03333333333333333
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,13,3,4,1,6,3,3,6,5,1,3,43464,1,0.17647058823529413
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,17,3,3,0,9,2,1,3,1,1,2,50796,0,0.0967741935483871
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,14,3,4,0,9,3,3,3,2,0,2,44172,0,0.08571428571428572
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,22,4,4,2,13,4,4,7,7,5,7,65520,0,0.22580645161290322
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,12,3,3,2,6,5,2,5,3,0,3,26244,0,0.18518518518518517
37,No,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,11,3,3,1,17,3,2,3,0,1,0,115224,1,0.08108108108108109
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,13,3,4,0,1,0,4,1,0,0,0,34032,0,0.05
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,13,3,2,2,10,4,3,10,2,2,2,49068,0,0.23809523809523808
43,No,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,14,3,3,1,21,3,2,1,0,0,0,199524,1,0.023255813953488372
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,17,3,4,0,8,3,2,0,0,0,0,31428,0,0.0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,13,3,2,1,10,3,3,8,7,4,7,68148,1,0.18604651162790697
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,11,3,1,1,21,3,1,3,2,0,2,184824,0,0.0625
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,11,3,2,0,10,1,4,2,2,0,2,71820,0,0.045454545454545456
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,18,3,4,2,8,3,3,8,2,0,6,30948,1,0.23529411764705882
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,11,3,2,1,5,3,3,4,3,0,2,36492,0,0.14814814814814814
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,11,3,3,0,3,2,3,3,2,1,2,41364,0,0.14285714285714285
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,12,3,1,1,26,2,4,2,2,0,1,234156,1,0.045454545454545456
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,20,4,4,0,3,3,3,2,2,2,2,33276,0,0.09090909090909091
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,12,3,4,0,6,3,3,5,0,1,2,85248,0,0.15151515151515152
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,12,3,4,1,6,2,2,6,4,0,5,75864,1,0.1875
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,20,4,3,1,1,2,3,1,0,0,0,24996,0,0.03333333333333333
53,No,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,20,4,4,0,18,2,4,14,7,8,10,100572,0,0.2641509433962264
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,12,3,4,1,10,4,2,10,9,8,8,32292,0,0.29411764705882354
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,14,3,4,2,5,4,3,1,1,0,0,51432,0,0.022222222222222223
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,13,3,3,1,3,2,3,3,2,0,2,31908,1,0.11538461538461539
37,No,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,15,3,3,1,10,2,3,10,7,7,8,113208,0,0.2702702702702703
29,No,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,14,3,1,1,6,5,2,6,0,1,2,66732,0,0.20689655172413793
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,13,3,2,0,17,3,3,17,11,11,8,79752,0,0.4857142857142857
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,23,4,3,1,15,2,1,13,11,4,7,92700,0,0.3939393939393939
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,15,3,3,1,16,1,4,9,7,7,1,128700,0,0.16666666666666666
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,11,3,3,1,13,2,3,3,2,0,2,106164,1,0.08333333333333333
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,13,3,4,0,5,0,3,4,2,1,1,24540,0,0.14814814814814814
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1,12108,1,0.05
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,11,3,1,0,10,3,3,10,8,9,7,40176,1,0.30303030303030304
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,18,3,3,2,1,3,3,1,0,0,0,15372,0,0.02857142857142857
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,16,3,1,1,5,3,4,3,2,0,2,33828,0,0.13043478260869565
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,22,4,3,1,4,4,3,3,2,1,2,58212,0,0.12
38,No,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,20,4,1,0,8,2,3,7,7,0,5,48336,0,0.18421052631578946
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,18,3,4,1,10,5,3,10,7,2,8,32640,0,0.3448275862068966
48,No,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,12,3,4,0,12,3,3,2,2,2,2,97440,0,0.041666666666666664
27,No,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,20,4,2,2,6,3,3,6,5,0,4,55764,1,0.2222222222222222
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,17,3,1,0,4,2,3,1,0,0,0,56160,0,0.02702702702702703
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,11,3,3,3,20,3,3,20,8,3,8,38652,1,0.4
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,14,3,2,0,9,3,4,8,7,7,7,103452,0,0.23529411764705882
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,14,3,1,0,4,3,3,2,2,2,0,54924,0,0.08333333333333333
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,11,3,1,0,20,4,3,20,7,11,10,54636,0,0.5128205128205128
32,No,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,12,3,4,0,10,2,2,10,7,0,8,64752,0,0.3125
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,14,3,1,1,18,4,3,4,3,1,3,81552,1,0.08
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,13,3,3,0,10,4,2,9,7,1,8,91500,0,0.23684210526315788
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,11,3,4,0,9,3,3,9,7,0,7,88944,0,0.3333333333333333
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,15,3,4,0,10,6,3,7,7,7,7,133908,0,0.21875
47,No,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,12,3,4,0,20,2,3,7,7,1,7,59520,0,0.14893617021276595
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,21,4,3,1,20,2,3,18,13,1,12,125700,1,0.45
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,19,3,3,0,32,3,3,5,1,1,3,177768,0,0.09433962264150944
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,15,3,2,3,23,2,2,21,6,12,6,229692,0,0.5121951219512195
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,14,3,4,0,10,1,3,2,2,2,2,64860,0,0.03333333333333333
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,21,4,3,2,9,4,2,9,7,1,7,105516,0,0.3333333333333333
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,12,3,2,1,22,3,3,22,7,2,10,230268,0,0.5365853658536586
50,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,15,3,4,1,4,2,3,2,2,2,2,46500,0,0.04
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,13,3,4,0,10,4,3,7,7,3,7,26592,1,0.25
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,14,3,1,1,10,2,3,8,7,0,5,140556,0,0.2222222222222222
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,14,3,4,0,10,4,4,1,0,0,0,94332,1,0.02631578947368421
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,14,3,3,0,9,5,3,5,2,1,4,44496,0,0.11363636363636363
47,No,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,12,3,4,2,28,2,2,22,2,11,13,165240,1,0.46808510638297873
30,No,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,23,4,4,1,10,2,2,8,7,7,7,63648,0,0.26666666666666666
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,11,3,3,0,1,6,3,1,0,0,0,31704,0,0.034482758620689655
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,12,3,4,0,7,2,3,2,2,2,2,33108,1,0.047619047619047616
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,18,3,3,1,7,5,3,2,2,2,2,81648,0,0.046511627906976744
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,11,3,4,0,10,2,3,5,1,4,3,73704,0,0.14705882352941177
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,14,3,4,1,5,2,4,4,3,0,2,30000,0,0.17391304347826086
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,15,3,3,1,12,3,1,8,3,3,6,76668,0,0.20512820512820512
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,11,3,3,0,30,1,2,10,7,1,1,133236,0,0.17857142857142858
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,20,4,4,0,5,2,2,4,2,2,3,28104,1,0.1
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,19,3,1,0,9,2,1,7,6,0,7,81732,0,0.25925925925925924
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,14,3,4,2,2,2,3,2,2,2,2,27564,0,0.06896551724137931
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,17,3,4,0,19,4,3,2,2,2,2,29400,0,0.03773584905660377
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,11,3,1,1,16,2,4,1,0,0,0,61116,0,0.02857142857142857
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,15,3,4,2,10,2,3,10,8,4,7,63708,0,0.3125
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,13,3,2,1,6,0,1,1,0,0,1,36684,1,0.02631578947368421
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,14,3,3,1,7,3,3,0,0,0,0,61452,0,0.0
52,No,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,10084,1,11,3,1,0,34,3,4,34,6,1,16,202272,0,0.6538461538461539
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,13,3,3,0,10,2,2,10,9,7,8,32232,1,0.30303030303030304
25,No,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,23,4,2,0,6,5,2,6,5,1,4,74160,0,0.24
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,13,3,1,0,9,3,3,8,7,3,1,79584,0,0.17777777777777778
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,18,3,4,0,2,3,3,2,2,0,2,42060,0,0.08695652173913043
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,12,3,4,0,8,2,3,5,4,1,3,76764,1,0.10638297872340426
34,No,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,22,4,3,0,6,5,3,6,5,1,4,75288,0,0.17647058823529413
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,13,3,4,1,24,2,3,5,2,1,4,238308,1,0.09090909090909091
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,15,3,2,0,10,1,3,10,7,0,9,91044,0,0.2777777777777778
52,No,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,18,3,1,1,5,3,3,4,3,1,2,51096,0,0.07692307692307693
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,14,3,1,1,5,2,3,2,2,2,0,52368,0,0.07692307692307693
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,12,3,1,1,11,3,2,8,7,1,1,52020,0,0.27586206896551724
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,17,3,3,0,6,2,2,4,3,1,2,63912,0,0.15384615384615385
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,16,3,3,0,10,2,3,4,2,1,3,39360,0,0.11764705882352941
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,11,3,2,2,9,4,3,5,3,1,4,65820,1,0.09259259259259259
27,No,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,19,3,2,1,5,3,3,4,2,1,1,52104,0,0.14814814814814814
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,13,3,2,2,6,3,2,5,3,4,3,33384,1,0.13513513513513514
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,12,3,4,0,17,2,3,15,7,4,12,71760,1,0.39473684210526316
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,11,3,3,0,6,3,3,6,5,1,3,52572,0,0.17647058823529413
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,16,3,2,1,3,1,2,3,2,0,2,30864,0,0.08571428571428572
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,21,4,3,2,7,2,3,2,2,0,2,45996,0,0.06666666666666667
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,24,4,4,1,8,2,3,8,7,3,7,50928,0,0.2
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,17,3,2,1,6,1,3,3,2,1,2,78000,0,0.08823529411764706
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,13,3,2,1,24,4,2,24,7,14,9,221160,0,0.5714285714285714
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,21,4,3,2,1,2,3,0,0,0,0,19212,1,0.0
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,11,3,3,3,1,4,3,1,0,0,0,32328,0,0.041666666666666664
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,20,4,2,1,9,3,3,5,2,1,4,37788,0,0.09615384615384616
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,16,3,4,0,30,3,3,4,3,0,3,211668,0,0.08
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,11,3,4,1,1,1,3,1,0,0,0,27828,1,0.034482758620689655
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,11,3,4,0,14,3,4,13,9,3,7,140292,0,0.3939393939393939
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,15,3,3,0,6,3,3,3,2,0,2,63888,0,0.09090909090909091
